brand,brandLabel,brandAlt_en,owner,ownerLabel,industries,isic_codes,country,countryLabel
http://www.wikidata.org/entity/Q3502747,Clean & Clear,Clean and Clear,http://www.wikidata.org/entity/Q333718,Johnson & Johnson,,,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q3544544,Karrimor,Karrimor Bag Company,http://www.wikidata.org/entity/Q2913554,Frasers Group,,,http://www.wikidata.org/entity/Q145,United Kingdom
http://www.wikidata.org/entity/Q3843262,Magnadyne,Magnadyne Radio,http://www.wikidata.org/entity/Q3979269,Sèleco,,,http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q3928742,Radio Italia,Radio Italia S.p.A.,http://www.wikidata.org/entity/Q3777384,MFE - MediaForEurope,,,http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q4041466,Intel Quick Sync Video,Quick Sync Video,http://www.wikidata.org/entity/Q248,Intel Corporation,,,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q4306661,Raffles Hotels & Resorts,Raffles,http://www.wikidata.org/entity/Q212599,Accor,,,http://www.wikidata.org/entity/Q142,France
http://www.wikidata.org/entity/Q4652696,Mountain Dew Amp,Amp|Amp Energy,http://www.wikidata.org/entity/Q334800,PepsiCo,,,http://www.wikidata.org/entity/Q31,Belgium
http://www.wikidata.org/entity/Q4652696,Mountain Dew Amp,Amp|Amp Energy,http://www.wikidata.org/entity/Q334800,PepsiCo,,,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q4680354,Adams Golf,"Adams Golf, Inc.",http://www.wikidata.org/entity/Q3895,Adidas AG,,,http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q4712953,Alcatel,Alcatel Mobile|Alcatel Mobile Phones|Alcatel One Touch,http://www.wikidata.org/entity/Q1418,Nokia,,,http://www.wikidata.org/entity/Q33,Finland
http://www.wikidata.org/entity/Q4712953,Alcatel,Alcatel Mobile|Alcatel Mobile Phones|Alcatel One Touch,http://www.wikidata.org/entity/Q47519819,TCL Communication,,,http://www.wikidata.org/entity/Q148,People's Republic of China
http://www.wikidata.org/entity/Q4792455,Arm & Hammer,Arm and Hammer,http://www.wikidata.org/entity/Q5116536,Church & Dwight,,,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q12027205,Junost television sets,Rigonda-Starlet,http://www.wikidata.org/entity/Q4304264,Moscow Radio-Technical Plant,,,http://www.wikidata.org/entity/Q159,Russia
http://www.wikidata.org/entity/Q12046702,Post Office Savings Bank,Poštovní spořitelna,http://www.wikidata.org/entity/Q340135,Československá obchodní banka,,,http://www.wikidata.org/entity/Q213,Czech Republic
http://www.wikidata.org/entity/Q12321004,SPAR express,Spar express|Spar Express,http://www.wikidata.org/entity/Q610492,SPAR,,,http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q12321004,SPAR express,Spar express|Spar Express,http://www.wikidata.org/entity/Q610492,SPAR,,,http://www.wikidata.org/entity/Q55,Netherlands
http://www.wikidata.org/entity/Q12321004,SPAR express,Spar express|Spar Express,http://www.wikidata.org/entity/Q610492,SPAR,,,http://www.wikidata.org/entity/Q40,Austria
http://www.wikidata.org/entity/Q12321004,SPAR express,Spar express|Spar Express,http://www.wikidata.org/entity/Q610492,SPAR,,,http://www.wikidata.org/entity/Q33,Finland
http://www.wikidata.org/entity/Q12321004,SPAR express,Spar express|Spar Express,http://www.wikidata.org/entity/Q610492,SPAR,,,http://www.wikidata.org/entity/Q31,Belgium
http://www.wikidata.org/entity/Q12358242,Adidas,Adidas brand|Adidas Cloudfoam|Cloudfoam|Cloudfoam Comfort|Cloudfoam Comfort shoes,http://www.wikidata.org/entity/Q3895,Adidas AG,,,http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q12858578,InterCity,Inter-City,http://www.wikidata.org/entity/Q605169,British Rail,,,http://www.wikidata.org/entity/Q145,United Kingdom
http://www.wikidata.org/entity/Q15061688,Dettol,Dettol Arabia,http://www.wikidata.org/entity/Q1190881,Reckitt,,,http://www.wikidata.org/entity/Q145,United Kingdom
http://www.wikidata.org/entity/Q15912179,Qidian,Qidian Chinese Network|Qidian Chinese website|Qidian Chinese Website|Qidian Novels|Qidian.com|Gijeomjungmun|Gijeomjungmun Chinese website|Gijeomjungmun Network|Gijeomjungmun website|Gijeomjungmunmang,http://www.wikidata.org/entity/Q48898961,China Literature Limited,,,http://www.wikidata.org/entity/Q5785,Cayman Islands
http://www.wikidata.org/entity/Q15912179,Qidian,Qidian Chinese Network|Qidian Chinese website|Qidian Chinese Website|Qidian Novels|Qidian.com|Gijeomjungmun|Gijeomjungmun Chinese website|Gijeomjungmun Network|Gijeomjungmun website|Gijeomjungmunmang,http://www.wikidata.org/entity/Q48898961,China Literature Limited,,,http://www.wikidata.org/entity/Q148,People's Republic of China
http://www.wikidata.org/entity/Q15912179,Qidian,Qidian Chinese Network|Qidian Chinese website|Qidian Chinese Website|Qidian Novels|Qidian.com|Gijeomjungmun|Gijeomjungmun Chinese website|Gijeomjungmun Network|Gijeomjungmun website|Gijeomjungmunmang,http://www.wikidata.org/entity/Q5575439,Shanda,,,http://www.wikidata.org/entity/Q148,People's Republic of China
http://www.wikidata.org/entity/Q15912179,Qidian,Qidian Chinese Network|Qidian Chinese website|Qidian Chinese Website|Qidian Novels|Qidian.com|Gijeomjungmun|Gijeomjungmun Chinese website|Gijeomjungmun Network|Gijeomjungmun website|Gijeomjungmunmang,http://www.wikidata.org/entity/Q15911727,Cloudary Corporation,,,http://www.wikidata.org/entity/Q148,People's Republic of China
http://www.wikidata.org/entity/Q15954223,Redmi,Xiaomi Redmi,http://www.wikidata.org/entity/Q1636958,Xiaomi,,,http://www.wikidata.org/entity/Q148,People's Republic of China
http://www.wikidata.org/entity/Q16219738,Chamisul,Chamiseul,http://www.wikidata.org/entity/Q490435,Hite,,,http://www.wikidata.org/entity/Q18097,Korea
http://www.wikidata.org/entity/Q16219738,Chamisul,Chamiseul,http://www.wikidata.org/entity/Q490435,Hite,,,http://www.wikidata.org/entity/Q884,South Korea
http://www.wikidata.org/entity/Q16877475,Motorola Moto,Moto|Motorola MOTO,http://www.wikidata.org/entity/Q934853,Motorola Mobility,,,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q16986548,Spectrum News,Time Warner Cable News,http://www.wikidata.org/entity/Q2961234,Charter Communications,,,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q135963024,NetEase Pay,NetEase Payment|NetEasePay|Wang Yi Zhi Fu|Wangyi Zhifu|Wangyizhifu,http://www.wikidata.org/entity/Q196259,NetEase,,,http://www.wikidata.org/entity/Q5785,Cayman Islands
http://www.wikidata.org/entity/Q135963024,NetEase Pay,NetEase Payment|NetEasePay|Wang Yi Zhi Fu|Wangyi Zhifu|Wangyizhifu,http://www.wikidata.org/entity/Q196259,NetEase,,,http://www.wikidata.org/entity/Q148,People's Republic of China
http://www.wikidata.org/entity/Q135965902,NetEase Bao,Wang Yi Bao|Wangyibao|Wangyi Bao,http://www.wikidata.org/entity/Q196259,NetEase,,,http://www.wikidata.org/entity/Q5785,Cayman Islands
http://www.wikidata.org/entity/Q135965902,NetEase Bao,Wang Yi Bao|Wangyibao|Wangyi Bao,http://www.wikidata.org/entity/Q196259,NetEase,,,http://www.wikidata.org/entity/Q148,People's Republic of China
http://www.wikidata.org/entity/Q20165,Nissan Motor Co. Ltd.,"Nissan|Nissan Motor Company|NISSAN|Nissan Jidōsha Kabushiki-gaisha|Nissan Motor Co., Ltd.|Nissan Motor Company Ltd|Nissan Motors",http://www.wikidata.org/entity/Q27530,Mercedes-Benz Group,,,http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q20165,Nissan Motor Co. Ltd.,"Nissan|Nissan Motor Company|NISSAN|Nissan Jidōsha Kabushiki-gaisha|Nissan Motor Co., Ltd.|Nissan Motor Company Ltd|Nissan Motors",http://www.wikidata.org/entity/Q6686,Renault,,,http://www.wikidata.org/entity/Q142,France
http://www.wikidata.org/entity/Q35996,Mazda,Matsuda Kabushiki-gaisha|Mazda Motor|Mazda Motor Corporation,http://www.wikidata.org/entity/Q53268,Toyota,,,http://www.wikidata.org/entity/Q17,Japan
http://www.wikidata.org/entity/Q35996,Mazda,Matsuda Kabushiki-gaisha|Mazda Motor|Mazda Motor Corporation,http://www.wikidata.org/entity/Q6157881,Japan Trustee Services Bank,,,http://www.wikidata.org/entity/Q17,Japan
http://www.wikidata.org/entity/Q35996,Mazda,Matsuda Kabushiki-gaisha|Mazda Motor|Mazda Motor Corporation,http://www.wikidata.org/entity/Q2660418,Sumitomo Mitsui Banking Corporation,,,http://www.wikidata.org/entity/Q17,Japan
http://www.wikidata.org/entity/Q35996,Mazda,Matsuda Kabushiki-gaisha|Mazda Motor|Mazda Motor Corporation,http://www.wikidata.org/entity/Q2412772,The Master Trust Bank of Japan,,,http://www.wikidata.org/entity/Q17,Japan
http://www.wikidata.org/entity/Q664334,Sea Life Aquarium,Sea Life Centre|Sea Life Centres|SeaLife,http://www.wikidata.org/entity/Q573278,Merlin Entertainments,,,http://www.wikidata.org/entity/Q145,United Kingdom
http://www.wikidata.org/entity/Q665425,Lux,Lux soap|Sunlight Flakes,http://www.wikidata.org/entity/Q157062,Unilever,,,http://www.wikidata.org/entity/Q29999,Kingdom of the Netherlands
http://www.wikidata.org/entity/Q665425,Lux,Lux soap|Sunlight Flakes,http://www.wikidata.org/entity/Q157062,Unilever,,,http://www.wikidata.org/entity/Q145,United Kingdom
http://www.wikidata.org/entity/Q667547,Steyr Tractor,Steyr|Steyr Traktoren,http://www.wikidata.org/entity/Q15238661,CNH Industrial,,,http://www.wikidata.org/entity/Q55,Netherlands
http://www.wikidata.org/entity/Q667547,Steyr Tractor,Steyr|Steyr Traktoren,http://www.wikidata.org/entity/Q1468611,Case Corporation,,,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q680019,Grundig,GRUNDIG|Grundig AG,http://www.wikidata.org/entity/Q640497,Arçelik,,,http://www.wikidata.org/entity/Q43,Turkey
http://www.wikidata.org/entity/Q701133,Darlie,Darkie,http://www.wikidata.org/entity/Q609466,Colgate-Palmolive Company,,,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q704740,ASUS Eee,ASUS Eee Family,http://www.wikidata.org/entity/Q152864,ASUS,,,http://www.wikidata.org/entity/Q865,Taiwan
http://www.wikidata.org/entity/Q714179,Snickers,Marathon,http://www.wikidata.org/entity/Q695087,"Mars, Incorporated",,,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q752706,STP,STP brand|STP motor oil,http://www.wikidata.org/entity/Q1200840,"Energizer Holdings, Inc.",,,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q135972932,Bilibili Comics,Bilibili Manhua|Bilibili Manga|Bilibili Manhwa|Bilibilicomics|BilibiliManga|BilibiliManhua,http://www.wikidata.org/entity/Q3077586,Bilibili,,,http://www.wikidata.org/entity/Q148,People's Republic of China
http://www.wikidata.org/entity/Q49125,Toshiba,Toshiba Corporation|Kabushiki-gaisha Tōshiba|Kabushiki Kaisha Toshiba (Tokyo)|Tokyo Shibaura Electric K.K.,http://www.wikidata.org/entity/Q899122,Mitsui Group,,,http://www.wikidata.org/entity/Q17,Japan
http://www.wikidata.org/entity/Q53268,Toyota,TOYOTA JIDOSHA KABUSHIKI KAISHA|TOYOTA JIDOSHA KABUSHIKI KAISHA (Toyota)|Toyota Motor,http://www.wikidata.org/entity/Q519611,Nippon Life Insurance Company,,,http://www.wikidata.org/entity/Q17,Japan
http://www.wikidata.org/entity/Q59179,Vignale,Carrozzeria Vignale,http://www.wikidata.org/entity/Q44294,Q44294,,,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q2505209,V. F. Červený & Synové,V. F. Cerveny|V. F. Červený|V. F. Červený & Sons,http://www.wikidata.org/entity/Q455727,Amati Kraslice,,,http://www.wikidata.org/entity/Q213,Czech Republic
http://www.wikidata.org/entity/Q2541126,Waldbahn,Waldbahn (Regentalbahn),http://www.wikidata.org/entity/Q315339,Die Länderbahn,,,http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q2594820,Husky Toys,Husky brand,http://www.wikidata.org/entity/Q6825499,Mettoy,,,,
http://www.wikidata.org/entity/Q2709613,Pepsodent,Pepsodent product|Pepsodent product line,http://www.wikidata.org/entity/Q5116536,Church & Dwight,,,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q2736040,Firebird Software,Firebird,http://www.wikidata.org/entity/Q593786,BT Group,,,http://www.wikidata.org/entity/Q145,United Kingdom
http://www.wikidata.org/entity/Q2749140,Topper,Topper brand|Topper sport,http://www.wikidata.org/entity/Q4734761,Alpargatas Argentina,,,http://www.wikidata.org/entity/Q414,Argentina
http://www.wikidata.org/entity/Q2749140,Topper,Topper brand|Topper sport,http://www.wikidata.org/entity/Q785061,Camargo Corrêa,,,http://www.wikidata.org/entity/Q155,Brazil
http://www.wikidata.org/entity/Q2782880,Ertl Company,Ertl collectibles,http://www.wikidata.org/entity/Q1335998,Tomy,,,http://www.wikidata.org/entity/Q17,Japan
http://www.wikidata.org/entity/Q2816491,HPE 3PAR,3PAR Inc.,http://www.wikidata.org/entity/Q80978,Q80978,,,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q2817498,State Express 555,555,http://www.wikidata.org/entity/Q856411,British American Tobacco,,,http://www.wikidata.org/entity/Q145,United Kingdom
http://www.wikidata.org/entity/Q2842985,American Optical,American Optical Company,http://www.wikidata.org/entity/Q282186,Carl Zeiss AG,,,http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q3002499,Crest,Crest product line|Crest Toothpaste,http://www.wikidata.org/entity/Q212405,Procter & Gamble,,,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q56290373,SWM,Speedy Working Motors,http://www.wikidata.org/entity/Q917192,Brilliance Auto,,,http://www.wikidata.org/entity/Q148,People's Republic of China
http://www.wikidata.org/entity/Q56486489,Lanza Business Jet,LBJ|L Business Jets|Lanaz BJ|Lanza Business J|LB Jets|The LBJ,http://www.wikidata.org/entity/Q56428883,Abalena Capital Limited,,,,
http://www.wikidata.org/entity/Q61076357,Chappi,Chappie,http://www.wikidata.org/entity/Q695087,"Mars, Incorporated",,,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q61747408,Kangaroo Express,Kangaroo,http://www.wikidata.org/entity/Q7756009,The Pantry,,,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q61747408,Kangaroo Express,Kangaroo,http://www.wikidata.org/entity/Q2836957,Alimentation Couche-Tard,,,http://www.wikidata.org/entity/Q16,Canada
http://www.wikidata.org/entity/Q63972438,Advan,ADVAN,http://www.wikidata.org/entity/Q56389158,Advan,,,http://www.wikidata.org/entity/Q252,Indonesia
http://www.wikidata.org/entity/Q63981040,aigo,爱国者,http://www.wikidata.org/entity/Q2618154,Aigo,,,http://www.wikidata.org/entity/Q148,People's Republic of China
http://www.wikidata.org/entity/Q64831229,Omo,OMO,http://www.wikidata.org/entity/Q157062,Unilever,,,http://www.wikidata.org/entity/Q29999,Kingdom of the Netherlands
http://www.wikidata.org/entity/Q64831229,Omo,OMO,http://www.wikidata.org/entity/Q157062,Unilever,,,http://www.wikidata.org/entity/Q145,United Kingdom
http://www.wikidata.org/entity/Q67933431,Truedan,Jen Chu Dan|Jenchudan|Jenjudan,http://www.wikidata.org/entity/Q108167578,"RUNG CHEN SIH Co., Ltd.",,,http://www.wikidata.org/entity/Q865,Taiwan
http://www.wikidata.org/entity/Q71174550,Lanz of Salzburg,Lanz of California,http://www.wikidata.org/entity/Q71175199,Eileen West,,,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q73321787,7 O'Clock,Gillette 7 O'Clock,http://www.wikidata.org/entity/Q212405,Procter & Gamble,,,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q76638952,deep learning super sampling,DLSS|Nvidia deep learning super sampling|Nvidia DLSS,http://www.wikidata.org/entity/Q182477,Nvidia,,,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q77948586,myhive,My Hive,http://www.wikidata.org/entity/Q1660121,Q1660121,,,http://www.wikidata.org/entity/Q40,Austria
http://www.wikidata.org/entity/Q77971185,AH to go,Albert Heijn to go,http://www.wikidata.org/entity/Q20539261,Ahold Delhaize,,,http://www.wikidata.org/entity/Q55,Netherlands
http://www.wikidata.org/entity/Q78163765,Albert Heijn XL,AH XL,http://www.wikidata.org/entity/Q20539261,Ahold Delhaize,,,http://www.wikidata.org/entity/Q55,Netherlands
http://www.wikidata.org/entity/Q78604757,Mühle,MÜHLE,http://www.wikidata.org/entity/Q78605557,Hans-Jurgen Muller GmbH & Co KG,,,,
http://www.wikidata.org/entity/Q79468082,Timor,Timor Solingen,http://www.wikidata.org/entity/Q79466757,Giesen & Forsthoff,,,http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q85065199,Hidden Valley Ranch Dressing,HVR,http://www.wikidata.org/entity/Q910368,Clorox,,,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q85747155,Bigsby Electric Guitars,Bigsby Accessories Inc.,http://www.wikidata.org/entity/Q175391,Fender Musical Instruments Corporation,,,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q86536513,Quicktake,Bloomberg Quicktake|TicToc,http://www.wikidata.org/entity/Q13977,Bloomberg L.P.,,,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q87289635,Imagin,Imaginbank,http://www.wikidata.org/entity/Q847225,CaixaBank,,,http://www.wikidata.org/entity/Q29,Spain
http://www.wikidata.org/entity/Q87743579,Aoyama Flower Market,AFM|Aoyama Flower Market ANNEX,http://www.wikidata.org/entity/Q11329801,Park Corporation,,,http://www.wikidata.org/entity/Q17,Japan
http://www.wikidata.org/entity/Q7490299,Sharp Aquos,AQUOS,http://www.wikidata.org/entity/Q53227,Sharp Corporation,,,http://www.wikidata.org/entity/Q17,Japan
http://www.wikidata.org/entity/Q7493690,Shell Rotella T,Rotella,http://www.wikidata.org/entity/Q154950,Shell,,,http://www.wikidata.org/entity/Q145,United Kingdom
http://www.wikidata.org/entity/Q7512944,Signia,Signia Argentina|Signia brand|Signia Sport,http://www.wikidata.org/entity/Q9088773,Torneos y Competencias,,,,
http://www.wikidata.org/entity/Q7575515,Speed Stick,Speed Stick product|Speed Stick product line,http://www.wikidata.org/entity/Q609466,Colgate-Palmolive Company,,,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q7582324,Squirrel,Skippy|The One With The Peanut On Top!,http://www.wikidata.org/entity/Q61218339,Canada Packers,,,http://www.wikidata.org/entity/Q16,Canada
http://www.wikidata.org/entity/Q7630537,Suave,Suave product|Suave product line,http://www.wikidata.org/entity/Q157062,Unilever,,,http://www.wikidata.org/entity/Q29999,Kingdom of the Netherlands
http://www.wikidata.org/entity/Q7630537,Suave,Suave product|Suave product line,http://www.wikidata.org/entity/Q157062,Unilever,,,http://www.wikidata.org/entity/Q145,United Kingdom
http://www.wikidata.org/entity/Q7667868,T-Type,Buick T-Type,http://www.wikidata.org/entity/Q81965,General Motors,,,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q7671316,TRESemmé,TRESemme|TRESemme product|TRESemmé product|TRESemme product line|TRESemmé product line,http://www.wikidata.org/entity/Q157062,Unilever,,,http://www.wikidata.org/entity/Q29999,Kingdom of the Netherlands
http://www.wikidata.org/entity/Q7671316,TRESemmé,TRESemme|TRESemme product|TRESemmé product|TRESemme product line|TRESemmé product line,http://www.wikidata.org/entity/Q157062,Unilever,,,http://www.wikidata.org/entity/Q145,United Kingdom
http://www.wikidata.org/entity/Q7764913,The Smith's Snackfood Company,Smith's Potato Crisps Ltd,http://www.wikidata.org/entity/Q334800,PepsiCo,,,http://www.wikidata.org/entity/Q31,Belgium
http://www.wikidata.org/entity/Q7764913,The Smith's Snackfood Company,Smith's Potato Crisps Ltd,http://www.wikidata.org/entity/Q334800,PepsiCo,,,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q7937007,Vitasoy,Vitason,http://www.wikidata.org/entity/Q15081643,Vitasoy International Holdings,,,http://www.wikidata.org/entity/Q8646,Hong Kong
http://www.wikidata.org/entity/Q7969697,Warner Archive Collection,Warner Archive,http://www.wikidata.org/entity/Q1188361,Warner Bros. Home Entertainment,,,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q7979319,Weeble,Weebles,http://www.wikidata.org/entity/Q501476,Hasbro,,,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q8067824,Zbots,Z-bots,http://www.wikidata.org/entity/Q501476,Hasbro,,,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q9060843,Playskool,Playskool Inc.,http://www.wikidata.org/entity/Q501476,Hasbro,,,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q10341573,Orlon,Orlon acrylic,http://www.wikidata.org/entity/Q221062,DuPont,,,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q10475908,Donnay,Donnay Sports,http://www.wikidata.org/entity/Q2913554,Frasers Group,,,http://www.wikidata.org/entity/Q145,United Kingdom
http://www.wikidata.org/entity/Q10853917,Lego Mindstorms,Robotics Invention System,http://www.wikidata.org/entity/Q1063455,The Lego Group,,,http://www.wikidata.org/entity/Q35,Denmark
http://www.wikidata.org/entity/Q10943910,UA Cinemas,UA,http://www.wikidata.org/entity/Q17030990,Lark International Holdings Limited,,,,
http://www.wikidata.org/entity/Q136035403,ZOA Energy,"ZOA Energy drink, ZOA",http://www.wikidata.org/entity/Q3319685,Molson Coors Brewing Company,,,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q136100498,TopZone,TopZone.vn,http://www.wikidata.org/entity/Q135899451,Mobile World Investment Corporation,,,http://www.wikidata.org/entity/Q881,Vietnam
http://www.wikidata.org/entity/Q136148207,Lemokey,Keychron Lemokey,http://www.wikidata.org/entity/Q135963489,Keychron,,,http://www.wikidata.org/entity/Q148,People's Republic of China
http://www.wikidata.org/entity/Q136231239,Waterfall D-Mannose,Waterfall D Mannose|Waterfall D-Mannose Children|Waterfall D-Mannose Pet|Waterfall D-Mannose Powder|Waterfall D-Mannose Tablets,http://www.wikidata.org/entity/Q136231004,SC Nutra,,,http://www.wikidata.org/entity/Q145,United Kingdom
http://www.wikidata.org/entity/Q136231262,UniBac Unified Bacteria,UniBac|UniBac Advanced 17|UniBac Feminine Balance|UniBac Infant Drops|UniBac Original 9|UniBac Probiotics,http://www.wikidata.org/entity/Q136231004,SC Nutra,,,http://www.wikidata.org/entity/Q145,United Kingdom
http://www.wikidata.org/entity/Q136231269,Wild Oregano Oil C80,Wild Oregano Oil C80|Wild Oregano Oil C80 Advanced|Wild Oregano Oil C80 Softgels,http://www.wikidata.org/entity/Q136231004,SC Nutra,,,http://www.wikidata.org/entity/Q145,United Kingdom
http://www.wikidata.org/entity/Q136231283,Quickly Test UTI5V,Quickly Test Urine Collection Cups|Quickly Test Urine Test Strips|Quickly Test Urine Test Strips Pet|UTI Test 5V|UTI5V,http://www.wikidata.org/entity/Q136231004,SC Nutra,,,http://www.wikidata.org/entity/Q145,United Kingdom
http://www.wikidata.org/entity/Q136290564,KnightGale,Nightingale Publishing|Publisher Nightingale|KnightGale Publishing|Publisher KnightGale|Knight Gale,http://www.wikidata.org/entity/Q136262823,MZFAMILY,,,http://www.wikidata.org/entity/Q884,South Korea
http://www.wikidata.org/entity/Q122928581,Vamousse,Vamousse Lice,http://www.wikidata.org/entity/Q41568664,Alliance Pharma PLC,,,http://www.wikidata.org/entity/Q145,United Kingdom
http://www.wikidata.org/entity/Q122977992,VIVE,Vive|HTC VIVE,http://www.wikidata.org/entity/Q186012,HTC Corporation,,,http://www.wikidata.org/entity/Q865,Taiwan
http://www.wikidata.org/entity/Q123094795,Brilliant Maps,BrilliantMaps,http://www.wikidata.org/entity/Q123094802,Brilliant British Ltd.,,,http://www.wikidata.org/entity/Q145,United Kingdom
http://www.wikidata.org/entity/Q123121561,VGV Motor,Sinotruk VGV,http://www.wikidata.org/entity/Q1076132,Weichai (Chongqing) Automotive,,,http://www.wikidata.org/entity/Q148,People's Republic of China
http://www.wikidata.org/entity/Q123121561,VGV Motor,Sinotruk VGV,http://www.wikidata.org/entity/Q3952867,China National Heavy Duty Truck Group,,,http://www.wikidata.org/entity/Q148,People's Republic of China
http://www.wikidata.org/entity/Q123235203,Camel,Camel Paint,http://www.wikidata.org/entity/Q15935730,Yip's Chemical,,,,
http://www.wikidata.org/entity/Q125207340,Vivo,Vivomarket,http://www.wikidata.org/entity/Q125218579,Q125218579,,,http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q125416818,Ploom,Ploom TECH,http://www.wikidata.org/entity/Q397401,Japan Tobacco International,,,http://www.wikidata.org/entity/Q39,Switzerland
http://www.wikidata.org/entity/Q125455879,US Polo,U.S. Polo,http://www.wikidata.org/entity/Q7863282,U.S. Polo Assn.,,,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q125799122,Lamborghini,Helados Lamborghini,http://www.wikidata.org/entity/Q4726358,Alicorp,,,http://www.wikidata.org/entity/Q419,Peru
http://www.wikidata.org/entity/Q125857275,IN.HOUSE,In House,http://www.wikidata.org/entity/Q124129233,Internationale Meubel Groep,,,http://www.wikidata.org/entity/Q55,Netherlands
http://www.wikidata.org/entity/Q126736496,Moj obchod,Môj obchod|Môj Obchod|môjobchod|Môjobchod,http://www.wikidata.org/entity/Q12770687,METRO Cash & Carry Slovakia,,,http://www.wikidata.org/entity/Q214,Slovakia
http://www.wikidata.org/entity/Q126811032,Elli,Volkswagen Group Charging GmbH,http://www.wikidata.org/entity/Q246,Volkswagen,,,http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q126899426,Bauhaus Café,BAUHAUS Café,http://www.wikidata.org/entity/Q672043,Bauhaus,,,http://www.wikidata.org/entity/Q39,Switzerland
http://www.wikidata.org/entity/Q127686420,Smart Charge,Sainsbury's Smart Charge,http://www.wikidata.org/entity/Q152096,Sainsbury's,,,http://www.wikidata.org/entity/Q145,United Kingdom
http://www.wikidata.org/entity/Q128573792,Hotel LiVEMAX,LiVEMAX,http://www.wikidata.org/entity/Q11348386,LiVE MAX,,,http://www.wikidata.org/entity/Q17,Japan
http://www.wikidata.org/entity/Q129707263,Urbancard,Wrocław City Card,http://www.wikidata.org/entity/Q4371256,Mint of Poland,,,http://www.wikidata.org/entity/Q36,Poland
http://www.wikidata.org/entity/Q130234618,7-Eleven Australia,7-Eleven AU|711 Australia,http://www.wikidata.org/entity/Q11278357,7-Eleven Japan,,,http://www.wikidata.org/entity/Q408,Australia
http://www.wikidata.org/entity/Q130234618,7-Eleven Australia,7-Eleven AU|711 Australia,http://www.wikidata.org/entity/Q11278357,7-Eleven Japan,,,http://www.wikidata.org/entity/Q17,Japan
http://www.wikidata.org/entity/Q130367487,BeMoLo,BeMoLo®,http://www.wikidata.org/entity/Q130367194,World Wing Enterprise,,,http://www.wikidata.org/entity/Q17,Japan
http://www.wikidata.org/entity/Q130390190,A51,A51 Glove,http://www.wikidata.org/entity/Q1156731,Mizuno Corporation,,,http://www.wikidata.org/entity/Q17,Japan
